text,sentiment,original_text,processed_text
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",negative,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",operating result showed loss eur mn year showed profit eur mn
Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,negative,Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,performance impacted consolidation trend telecom sector overall structural change contract manufacturing market telecommunication technology industrial electronics
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",negative,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",salcomp oyj finnish maker mobile phone charger monday posted eur million loss second quarter compared million profit period previous year
Scanfil has also issued a profit warning .,negative,Scanfil has also issued a profit warning .,scanfil also issued profit warning
Scanfil issued a profit warning on 10 April 2006 .,negative,Scanfil issued a profit warning on 10 April 2006 .,scanfil issued profit warning april
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",operating loss amounted eur mn compared profit eur mn year earlier
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",negative,"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",period end cash cash equivalent totaled eur compared eur previous year
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative,"The poorest index figure was given to Finnish power company Fortum , 4.5 .",poorest index figure given finnish power company fortum
The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,negative,The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,real estate company posted net loss x million x per share compared net profit x million x per share corresponding quarter
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative,"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",tightened competition situation production automation market affected net sale cencorp said
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",tietoenator pct extending recent low last week second quarter report dealer said
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,operating profit excluding restructuring cost grew eur million eur million operating profit including restructuring cost showed even larger growth eur million eur million
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",china based operation enable u fully leverage resource expertise wireless solution also strengthen capability offer industry leading product customer china
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",positive,"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",cost cutting measure produced around eur saving past nine month dampened airline loss finnair said
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,positive,The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,group turnover full fiscal year expected show slight increase previous fiscal year
The talks are aimed at restructuring operations and cutting costs .,positive,The talks are aimed at restructuring operations and cutting costs .,talk aimed restructuring operation cutting cost
"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+ñki Oyj 's CEO Jukka Moisio .",neutral,"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+ñki Oyj 's CEO Jukka Moisio .",transaction support huhtamaki strategic review rigid plastic consumer good operation say huhtam nki oyj ceo jukka moisio
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",consolidated operating profit excluding one item eur mn eur mn year earlier
EBIT excluding non-recurring items was estimated to increase from 2009 .,positive,EBIT excluding non-recurring items was estimated to increase from 2009 .,ebit excluding non recurring item estimated increase
"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force .",neutral,"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force .",february new wording identity document act make mobile id state approved electronic document february st entered force
Lean System supports change management and component purchasing extremely well .,positive,Lean System supports change management and component purchasing extremely well .,lean system support change management component purchasing extremely well
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,positive,Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,operating profit excluding non recurring item increased eur mn eur mn corresponding period
The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .,neutral,The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .,planned ethanol energy production plant operate correlation waste treatment unit paper mill
This transaction will also rationalize our pulp and paper industry related solutions .,positive,This transaction will also rationalize our pulp and paper industry related solutions .,transaction also rationalize pulp paper industry related solution
